text,label
pick you up bout 7.30ish? what time are  and that going?,ham
eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,spam
thank god they are in bed!,ham
so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck,ham
you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,spam
" says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !",ham
"as usual..iam fine, happy &amp; doing well..:)",ham
i dont have that much image in class.,ham
+123 congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,spam
joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.,ham
hello. damn this christmas thing. i think i have decided to keep this mp3 that doesnt work.,ham
still in customer place,ham
no way i'm going back there!,ham
da is good good player.why he is unsold.,ham
why nothing. ok anyway give me treat,ham
thats cool. how was your day?,ham
hi:)cts employee how are you?,ham
ok. i asked for money how far,ham
"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx",spam
free msg: ringtone!from: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-jul-05,spam
"sorry, i'll call later",ham
text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones,spam
and maybe some pressies,ham
"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da.",ham
"cool, want me to go to kappa or should i meet you outside mu",ham
i am late. i will be there at,ham
u 2.,ham
hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham
your pussy is perfect!,ham
gokila is talking with you aha:),ham
the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham
he said i look pretty wif long hair wat. but i thk he's cutting quite short 4 me leh.,ham
"free ring tone just text ""polys"" to 87131. then every week get a new tone. 0870737910216yrs only £1.50/wk.",spam
r ü going 4 today's meeting?,ham
lol ok. i'll snatch her purse too.,ham
ü bot notes oredi... cos i juz rem i got...,ham
yar lor... keep raining non stop... or u wan 2 go elsewhere?,ham
we are okay. going to sleep now. later,ham
"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm",spam
"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . remove txtx or stop",spam
"someone has contacted our dating service and entered your phone becausethey fancy you! to find out who it is call from a landline 09058098002. pobox1, w14rg 150p",spam
i need to come home and give you some good lovin...,ham
any pain on urination any thing else?,ham
arun can u transfr me d amt,ham
"i dont knw pa, i just drink milk..",ham
then cant get da laptop? my matric card wif ü lei... ,ham
more people are dogging in your area now. call 09090204448 and join like minded guys. why not arrange 1 yourself. there's 1 this evening. a£1.50 minapn ls278bb,spam
yup,ham
yep get with the program. you're slacking.,ham
hey. you got any mail?,ham
i keep ten rs in my shelf:) buy two egg.,ham
stop the story. i've told him i've returned it and he's saying i should not re order it.,ham
"dad wanted to talk about the apartment so i got a late start, omw now",ham
why are u up so early?,ham
"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
can do lor...,ham
"wishing you and your family merry ""x"" mas and happy new year in advance..",ham
"good afternoon loverboy ! how goes you day ? any luck come your way? i think of you, sweetie and send my love across the sea to make you smile and happy",ham
if anyone calls for a treadmill say you'll buy it. make sure its working. i found an ad on craigslist selling for $ &lt;#&gt; .,ham
"hey kate, hope ur ok... will give u a buz wedlunch. go outsomewhere 4 adrink in town..cud go 2watershd 4 a bit? ppl fromwrk will bthere. love petexxx.",ham
someone has conacted our dating service and entered your phone because they fancy you!to find out who it is call from landline 09111030116. pobox12n146tf15,spam
1's finish meeting call me.,ham
she's fine. good to hear from you. how are you my dear? happy new year oh.,ham
jus finish blowing my hair. u finish dinner already?,ham
your account has been refilled successfully by inr  &lt;decimal&gt; . your keralacircle prepaid account balance is rs  &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .,ham
rightio. 11.48 it is then. well arent we all up bright and early this morning.,ham
"k i'm ready,  &lt;#&gt; ?",ham
i am joining today formally.pls keep praying.will talk later.,ham
i am on the way to ur home,ham
this pay is  &lt;decimal&gt;  lakhs:),ham
"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that "" &lt;#&gt;  lac crore"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.""",ham
k. i will sent it again,ham
"whatever, juliana. do whatever you want.",ham
"bored of speed dating? try speedchat, txt speedchat to 80155, if you don't like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16",spam
4 oclock at mine. just to bash out a flat plan.,ham
he fucking chickened out. he messaged me he would be late and woould buzz me and then i didn't hear a word from him,ham
u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room,ham
watching telugu movie..wat abt u?,ham
change again... it's e one next to escalator...,ham
"ya ok, then had dinner?",ham
lara said she can loan me  &lt;#&gt; .,ham
from 88066 lost £12 help,spam
do well :)all will for little time. thing of good times ahead:,ham
can a not?,ham
i'm in town now so i'll jus take mrt down later.,ham
hey what are you doing. y no reply pa..,ham
thanks honey. have a great day.,ham
k.:)do it at evening da:)urgent:),ham
i'm in class. will holla later,ham
yes. it's all innocent fun. o:-),ham
sun ah... thk mayb can if dun have anythin on... thk have to book e lesson... e pilates is at orchard mrt u noe hor...  ,ham
but i juz remembered i gotta bathe my dog today..,ham
that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
"sir, you will receive the account no another 1hr time. sorry for the delay.",ham
big brother‘s really scraped the barrel with this shower of social misfits,ham
had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptx,spam
v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :-),ham
here is my new address -apples&pairs&all that malarky,ham
do you know where my lab goggles went,ham
your b4u voucher w/c 27/03 is marsms. log onto www.b4utele.com for discount credit. to opt out reply stop. customer care call 08717168528,spam
in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for. gudni8,ham
ok lor...,ham
ding me on ya break fassyole! blacko from londn,ham
"romantic paris. 2 nights, 2 flights from £79 book now 4 next year. call 08704439680ts&cs apply.",spam
"i‘ll leave around four, ok?",ham
water logging in desert. geoenvironmental implications.,ham
how many licks does it take to get to the center of a tootsie pop?,ham
will do. have a good day,ham
"hmmm.... mayb can try e shoppin area one, but forgot e name of hotel...",ham
was the actual exam harder than nbme,ham
"every king was once a crying baby and every great building was once a map.. not imprtant where u r today, but where u wil reach tomorw. gud ni8",ham
yes fine ,ham
are you willing to go for apps class.,ham
i to am looking forward to all the sex cuddling.. only two more sleeps ,ham
please give it 2  or i will pick it up on tuesday evening about 8 if that is ok.,ham
jus finish bathing...,ham
you made my day. do have a great day too.,ham
not much no fights. it was a good nite!!,ham
wot is u up 2 then bitch?,ham
cramps stopped. going back to sleep,ham
"your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call",spam
k.k.this month kotees birthday know?,ham
hey so this sat are we going for the intro pilates only? or the kickboxing too? ,ham
